,src,nei,d,d_est,d_err_absolute,d_err_relative
12811,DB:27,DC:19,8.546589963254352,8.5266809,0.019909063254351267,0.0023294744851396075
12812,DB:27,DC:19,8.546589963254352,8.5362282,0.010361763254351786,0.001212385676498075
12813,DB:27,DC:19,8.546589963254352,8.5324888,0.0141011632543524,0.0016499169042834237
12814,DB:27,DC:19,8.546589963254352,8.5104122,0.03617776325435251,0.00423300560924264
12815,DB:27,DC:19,8.546589963254352,8.4844484,0.06214156325435205,0.007270918988921509
12816,DB:27,DC:19,8.546589963254352,8.5047245,0.04186546325435181,0.004898499101319981
12817,DB:27,DC:19,8.546589963254352,8.5068016,0.03978836325435253,0.004655466498968672
12818,DB:27,DC:19,8.546589963254352,8.5249443,0.021645663254352243,0.0025326666363329376
12819,DB:27,DC:19,8.546589963254352,8.5046606,0.04192936325435248,0.0049059757674845455
12820,DB:27,DC:19,8.546589963254352,8.5077724,0.038817563254351484,0.004541877336018893
12821,DB:27,DC:19,8.546589963254352,8.5510282,0.0044382367456474725,0.0005192991315518185
12822,DB:27,DC:19,8.546589963254352,8.5374937,0.0090962632543512,0.001064314924836706
12823,DB:27,DC:19,8.546589963254352,8.5223045,0.024285463254351214,0.0028415383631091914
12824,DB:27,DC:19,8.546589963254352,8.5534115,0.00682153674564745,0.0007981588885129994
12825,DB:27,DC:19,8.546589963254352,8.5403747,0.006215263254352621,0.0007272214159184942
12826,DB:27,DC:19,8.546589963254352,8.5317678,0.01482216325435104,0.0017342780358105643
12827,DB:27,DC:19,8.546589963254352,8.5507793,0.004189336745648475,0.000490176405286825
12828,DB:27,DC:19,8.546589963254352,8.549468,0.00287803674564735,0.00033674679117885953
12829,DB:27,DC:19,8.546589963254352,8.5269489,0.01964106325435111,0.0022981169494262514
12830,DB:27,DC:19,8.546589963254352,8.5202083,0.02638166325435165,0.0030868057749088617
12831,DB:27,DC:19,8.546589963254352,8.5430145,0.003575463254351874,0.0004183496891420326
12832,DB:27,DC:19,8.546589963254352,8.5314731,0.015116863254352353,0.0017687596245223617
